Customer Name,Review Topic,Review Body,Rating(of 5),Review date
ENES,Nice product,"It’s a great product but they could include other features like ear detection, volume control in subsequent productions.",4,3/11/2021
fery,pods,They are ok,4,3/11/2021
cal,Cool,Nice bass,4,3/11/2021
y Vina,Oriamo,Not bad. But could be better,4,3/11/2021
es,everything,"Best product so far I love this


Thanks oraimo for making this possible",5,3/11/2021
kem chibuzo,The best !!!!,I fucking love it,5,3/11/2021
mide Coker,Amazing,Super bass to bad!! Fits into ears perfectly and the touch control .,5,3/11/2021
MDI,Superb sound quality,Omorrr… just buy it … you won’t regret it,5,3/11/2021
omo,Like it,It’s good,5,3/11/2021
ssing,perfect,The battery life,5,3/11/2021
dra,Buy it,With good bass and comfortable in the ear. It's worth the price.,5,3/11/2021
ajin,"great product, nice sound","great product, nice sound",5,3/11/2021
zie Anozie,tho sound,Perfect product,5,3/11/2021
jobi,No regrets. As good as the hypes.,"Yes, you should buy. The product is rated as it is. Thank you Oraimo! You guys are really doing a great job producing quality products.",5,3/11/2021
a,Great,Awesome,5,3/11/2021
cious Ubani,Code and app for the earbuds,"I think there should be an app for the buds. Battery life is great, fit is great and sound it great.",5,3/11/2021
ZEE,I like it,So much wonderful..I love it,5,3/11/2021
wunmi,Excellent!,the sound is great. more comfortable than most earphones.,5,3/11/2021
kunle Adedayo,Ok,It is ok,5,3/11/2021
ian Idahosa,Literally the best,"When my younger sister used it, she screamed in amazement. This one’s the best I’ve used. The sound quality is 100% and the battery is strong too.",5,3/11/2021
ngesit,good,Bass quality,5,3/11/2021
erry,Lovely product,"Well it doesn't fit in that much tho, which they need to improve on.
But i love the product.",5,3/11/2021
kwuebuka,nice,Awesome,5,3/11/2021
KWUEMEKA,wonderful,Perfect sound,5,1/11/2021
USTINE,I love it,It's working fine and give me what I need,5,23-10-2021
ammed,very good,"Is all d very best earbud I have u from oraimo, everything bigger and better than the previous model",4,21-10-2021
h,so nice,Great product,4,20-10-2021
AHAM,very good,Feel so good to use,5,20-10-2021
,as said,Exactly as advertised,5,20-10-2021
hukwu,very nice,"Not the perfect bass, but has a good battery life 7/10 in my opinion",5,20-10-2021
unrayo,Impressive,A good buy,5,20-10-2021
eem Kemi,Battery length,Battery life should last longer and increase in the base a little bit,5,20-10-2021
LO,sound,It's a great product from oraimo,5,20-10-2021
eshinye,oraimofreepods-3,"The Bass is very powerful,oraimo keep the good work.",5,20-10-2021
ul-lateef,good,Very good,4,20-10-2021
mokoya opeyemi,2baba,Perfect sound,5,20-10-2021
n,Excellent Airbuds,"Excellent sound, long lasting battery life and great build quality. I would buy again in a heartbeat!",5,19-10-2021
y,nice sound.,"nice sound????, love it????. but Oraimo pls make the pouch avaliable pls.❤️",5,19-10-2021
win,excellent,Perfect sound,5,19-10-2021
ami,I love it,"Durable, efficient and long battery life",5,19-10-2021
oluwa,I love it,"The bass is not from here
It makes mad sense and the battery is strong",5,19-10-2021
I,It’s nice,It’s pretty nice and very good output,5,19-10-2021
oluwa,Nice,Awesome sound production. I only had issues with it fitting into my very small ear.,4,19-10-2021
ibo,The best,"The bass is something else. This is what I've always wanted. Oraimo rocks. But it would have been more cute if it had noise cancelation. All the same, I love it. ????????????????????????",5,19-10-2021
ITO,Best for the price,Best for the price,5,19-10-2021
i,Very Good,Very Good,4,18-10-2021
lom,Good buy.,Simply Great!!!!,4,18-10-2021
ndamola,it's worth the price,Oraimo really did well with this than the previous one. The base is so go and I really enjoyed it.it's also comfortable in the ear.,5,18-10-2021
ENEDARE,I love it,fantastic,5,18-10-2021
deji Taiwo,Worth the money,The free pods 3 have great quality like most oraimo products with very good bass but after a while of using them the only issue I have is that once in a while I have connection issues. I feel like it has something to do with the three minutes auto shutoff time when not in use though but aside from that they are worth the money,4,18-10-2021
our Uzor,Lurrvvv it????????????,Cancellation of noise to the nearest minimum,5,18-10-2021
waseun,It's good for the price,Everything works as described,5,18-10-2021
id Osagie,Impressive,Impressive,5,18-10-2021
xis,wow,"This is by far the best from oraimo, stays on you ears, sounds better, although the latency is the biggest issue but only when playing call of duty so that's not even a downside..!!",4,18-10-2021
a,I like it,"Overall amazing product, the touch controls are just quite insensitive .",4,17-10-2021
saemeka,I love it,Absolutely awesome and superb,5,17-10-2021
ba,I love it,The product is excellent,5,17-10-2021
rew,Superb,I love the sound quality and it's battery last for almost a day. I'm happy I bought it,5,17-10-2021
zee,I like it,Good sound quality,4,17-10-2021
it,Very good,The earbuds do not fit perfectly,4,17-10-2021
z,I like it,Battery last longer than expected,4,17-10-2021
nab,The Earbuds are just awesome and worth it,"I have to say I really love this earbuds so  much, anyone that has the mind of purchasing it or not . I am here to tell you to go for it.  It's worth every money I spent on. The bass is what I love the most about it and the sleek design, it's portable and cute in the ear. I have to say  it is the best earbuds ever????. You won't regret. I hardly do reviews but this made me so happy ???? I had to do this one.",5,17-10-2021
haniel,I like it,Good product,5,16-10-2021
A Sheidi,Stellar Performance,I love this product,5,16-10-2021
bami,Its a perfect buy. Bass was a beast.,Highly recommend for everyone.,5,16-10-2021
Kelechi,Solid battery.,The earbuds is good for it price. Has a solid long lasting battery and good mic but the noise cancellation is not that great.,5,16-10-2021
UKO,Great Upgrade from the previous version!,"Great Upgrade from the previous version. 

Better Bass, Noise Cancelation, and great call clarity. 

I was able to get great value for my money.",5,16-10-2021
ta,it'sperfect,The bass is bass,5,16-10-2021
atifedesigns,Battery Life,Sounds good & Lasts long,5,16-10-2021
anuel,perfect sound,Perfect,5,15-10-2021
o,Review,It keeps stopping and playing when listening to music,4,15-10-2021
nklin,I love it it’s perfect,The sound is awosome,5,15-10-2021
tins,I like it,Good value for money,4,15-10-2021
HAEL,Excellent quality,Excellent Quality,5,15-10-2021
ka,Perfect ????,Works perfectly fine,5,15-10-2021
nola,Very nice,Its as good as advertised. Using it for over a week now and it's doing great so far,4,14-10-2021
anuel,I like it,I'm enjoying the product,5,14-10-2021
SON,it needs a little remodeling.,The pods are nice....almost just as advertised. The ear tips make the pods overly large and a tight fit in the ear canal. So technically u can't use it in the bass mode and enjoy comfort.,4,14-10-2021
ISTIAN,NIce product.,Works as advertised. Fits conveniently in the ears. Excellent sound quality. Long lasting battery life. However the case doesn't have a strap for easy carry.,5,14-10-2021
ST,I love it,"Amazing sound, incredible bass and long lasting battery life. Oraimo really went all out for this one????????",5,14-10-2021
NE,awesome,Awesome,5,14-10-2021
,WONDERFUL BATTERY & COOL BASS,"i love this product , and i use it all day. clear call quality and fashionable case.

works really cool.

BIG UP to ORAIMO",5,14-10-2021
CK BISHOP,Free pod,I tot u can pair two devices….Mayb I didn’t read d spec well….it’s clear tho but I wanted  a pod that can pair two devices.,3,14-10-2021
WALE,sound quality,Excellent,5,14-10-2021
I ALEMONU,Not too happy with this,"No volume control, no power on/off control, only one voice prompt, the rest are beeps. Bad sound in the so called 'awareness mood'. But the bass is decent when the tube thing is on it.",3,13-10-2021
s,FAIR,"Not as responsive as I thought it would be. Music stops on its own sometimes when you hold one of the pods on your hand without using the designated gesture.
The sound is fair, thought it would be better. But overall, I like it. I like the size and the way it fits in my ears like it was crafted specially for me, love the feel and design. Oraimo is really heading somewhere :)",3,13-10-2021
alola Farouq,Awesome,Just enjoy the sounds,5,13-10-2021
anuel OLOWO,love it,"Enjoying the superb battery life , only eartips is giving me problem",5,13-10-2021
zi,Ba3=A1,"If you're not ready for very intense bass, stay away!",4,13-10-2021
ulrahman,...,Portable and easy to use,5,13-10-2021
tor,Not Quality enough/ not worth the price,"This free pod is not comfortable in the ear when use with the rubber, without the rubber sound, is terrible but comfortable.",2,13-10-2021
NCE GEORGE,Oraimo freepod 3,"It’s perfect, sound it’s okay and the delivery is as dated",5,13-10-2021
TAPHA,Amazing product,It is amazing,5,13-10-2021
atunde,quality,Quality product,5,13-10-2021
omon,nice bass,Nice output,5,12/10/2021
FISAYO OJEKUNLE,Nice,Got what I ordered .,5,12/10/2021
hua,I like it,It’s okay and sounds really good,5,12/10/2021
m,I love it,Just as it promises ...thumbs up for oraimo..2baba,4,12/10/2021
BANJI,Awesome,Amazing noise cancellation and very good output......Best buy so far this year!,5,12/10/2021
echukwu Ebido,I like it,Great improvement from the previous version.,4,12/10/2021
wuyi,Best fot the budget Airbuds,It has been a good experience using the Oraimo freepods 3. For a while now. I'd recommend it for anyone on a budget for a quality airbuds,5,12/10/2021
nwo⁩,Excellent,Works well and fit well to the hearing,5,12/10/2021
i,Nice upgrade,"Good, I can say the call quality really improved Buh bass not so much and doesn’t seem to have ENC",4,12/10/2021
wa,Good,It's okay so far,4,11/10/2021
taron,Superb Sound For Much Less.,"I've been rocking these for over a week now and I must say; they are incredible.
I tested them out to the max volume for 5 hours straight and they've never died on me. 
One thing I'd love to see though is a carrying case i can clip to my trousers easily. 

Oraimo really did good on this one.

PS: Without the eartips on, you won't feel the full power of the bass. SO, I recommend leaving the eartips on.",5,11/10/2021
AEL,Nice!!,Good sound and battery life.,5,11/10/2021
hua Junior,Love it,One humid,5,11/10/2021
TOR FOLAGBADE,Nice,Nice device,4,11/10/2021
l,Top Notch,"The Bass production is very very punchy and awesome in the bass mode i.e when the silicone eartips are plugged in.
 Design wise, they are also cool.

My complains are the fact that when the silicone tips are removed, there goes the bass production and I would had really loved that mode because the silicone might start causing pains to my ears after some time.

I also do not like the fact that with a single earbud on, you cannot go to previous and next song together, only one.

Finally, the fact that the Earbuds cannot be switched off and on manually is my greatest turn off. 

Imagine leaving the Earbuds outside the case let's say you leave the house without the case and they turn off on their own when the Bluetooth is not connected for some time, then there's no way to turn it on again until you can access the case to put it in and take it out again.",3,11/10/2021
nce,good battery,It has a good call quality n also noise canceling good bass at the left ear,2,11/10/2021
vin,Great product,The sound's great,5,10/10/2021
un,Fantastic,The product was indeed amazing,5,10/10/2021
z,It’s okay.,"Good sound and battery life. 
Although, the sound breaks briefly when you are walking. Also, no volume controls",3,10/10/2021
atunde Ola,I love it,Beautiful piece of sound device,5,10/10/2021
su Edosa,Good quality,"Came as expected..good quality, i love it..oraimo forever",5,10/10/2021
UEL OLOWOYO,Sound Quality,The Sound quality is excellent and it's the same sound quality I get on my AirPods Pro when the Bass mode is used.,5,10/10/2021
estine,The package is nice,The sound from the buds  is just cool and amazing,5,9/10/2021
ISTOPHER,Love it.,I think this is the best thing that has entered my ear. For me it's all round perfect. Exactly as advertised. The environmental noise canceling is really a good touch.,5,9/10/2021
kwolu,Amazing product,Works perfectly and the battery life is great,5,9/10/2021
NISEBE,Love it,Good product with quality tech,5,9/10/2021
